id,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D3_1,D3_2,D3_3,D3_4,D4_1,D4_2,D4_3,D4_4,D5_1,D5_2,D5_3,D5_4,CLASS
1823,9,23,161,19,5,1,201,1,76,23,50,23,90,10,177,8,60,26,42,17,D4
1824,71,18,27,17,80,23,265,26,59,11,32,6,69,24,125,27,49,9,185,10,D5
1825,5,23,227,7,84,23,78,15,78,25,235,9,59,15,49,-5,29,12,272,1,D4
1826,46,2,240,3,5,18,124,18,69,24,238,26,32,27,14,25,100,19,248,12,D5
1827,17,18,86,12,45,8,114,11,32,2,24,25,43,12,289,10,79,1,145,2,D5
1828,64,17,275,7,82,17,129,25,79,22,123,7,6,6,268,17,22,19,297,26,D1
1829,18,7,0,11,29,8,174,21,16,8,192,17,88,4,194,15,45,28,33,7,D4
1830,32,5,117,27,16,29,67,21,20,23,7,28,69,0,247,4,22,6,257,14,D4
1831,17,23,135,23,75,5,238,12,41,7,85,13,90,28,258,25,74,29,161,29,D2
1832,89,19,175,2,8,23,130,25,17,23,29,15,61,0,49,16,12,27,60,13,D1
1833,9,23,273,-5,11,27,128,8,75,25,11,29,71,23,259,17,20,13,156,16,D4
1834,90,4,238,0,77,13,121,7,1,21,26,27,43,29,159,0,85,13,192,5,D1
1835,19,4,125,11,12,13,102,11,81,28,164,20,4,25,209,20,40,28,174,11,D3
1836,60,10,74,17,0,11,62,13,8,1,219,2,0,29,114,11,21,0,257,7,D5
1837,63,14,181,13,81,18,11,16,65,19,194,20,11,28,106,11,90,13,106,14,D5
1838,22,19,239,23,8,18,104,6,4,17,92,26,43,4,90,2,33,23,218,29,D4
1839,98,27,141,22,64,21,236,1,90,6,186,22,8,15,166,19,9,12,59,26,D3
1840,34,17,228,16,88,12,86,21,16,4,20,20,12,18,5,-5,4,29,8,27,D2
1841,71,2,108,-5,13,7,283,13,72,1,286,24,69,25,153,3,55,3,181,19,D1
1842,67,22,35,2,59,17,17,11,24,22,83,0,64,19,233,11,17,16,284,5,D4
1843,52,5,296,20,10,20,139,15,74,8,171,21,96,14,235,3,65,3,215,1,D4
1844,94,1,75,7,48,4,200,10,62,26,4,6,95,1,90,4,82,2,146,27,D4
1845,90,26,111,3,50,1,150,7,42,28,241,8,77,1,98,16,41,16,187,11,D1
1846,67,3,262,5,83,29,262,1,41,22,19,6,52,13,278,10,83,0,224,24,D1
1847,41,20,294,5,93,18,175,12,39,19,300,2,47,23,76,1,22,10,117,17,D2
1848,23,6,252,15,70,10,155,27,57,2,76,20,24,8,61,22,40,12,241,21,D3
1849,43,3,43,15,69,2,249,27,25,5,182,27,50,16,135,13,30,19,114,2,D2
1850,2,7,166,26,78,11,126,3,73,23,4,22,51,13,117,9,17,16,84,29,D2
1851,84,1,178,-5,19,20,77,11,49,29,272,0,37,7,115,2,9,4,93,4,D1
1852,85,15,186,4,81,27,29,17,66,10,61,26,78,18,89,22,94,11,26,6,D1
1853,5,18,12,17,30,9,252,22,18,19,140,2,87,29,90,27,96,1,272,12,D5
1854,67,20,156,5,22,25,291,7,30,27,203,16,73,20,38,18,7,14,191,29,D1
1855,77,13,210,3,61,4,300,14,6,17,166,28,100,5,11,19,83,23,121,-5,D1
1856,91,16,180,25,34,15,197,18,88,21,45,3,56,28,173,26,90,1,163,18,D5
1857,48,2,227,14,76,12,92,19,17,9,0,21,21,0,265,21,2,9,178,29,D1
1858,29,26,217,12,89,25,113,5,75,18,218,7,71,11,100,13,5,3,27,22,D3
1859,34,29,62,20,100,21,220,22,31,15,212,14,6,10,232,-5,95,16,291,11,D5
1860,21,25,284,29,64,23,220,27,56,24,97,29,94,13,11,11,4,18,63,24,D4
1861,51,27,65,25,12,27,193,29,44,19,19,26,67,6,1,20,13,5,138,24,D4
1862,53,1,281,28,14,2,206,1,90,18,192,15,56,20,300,-5,8,11,44,9,D4
1863,6,14,6,28,60,17,126,9,11,17,150,12,10,0,99,7,75,25,167,1,D5
1864,64,12,256,29,20,26,64,23,2,11,5,28,42,9,85,6,74,22,66,22,D4
1865,57,2,134,3,61,21,60,5,63,4,22,-5,83,5,57,5,7,2,135,28,D4
1866,69,10,129,5,48,5,101,26,90,10,207,3,14,28,181,4,62,22,3,3,D3
1867,65,7,150,20,67,2,72,-5,17,17,169,26,26,17,59,29,81,6,257,14,D2
1868,13,20,203,7,46,5,8,6,86,9,198,4,32,4,16,15,18,23,202,10,D3
1869,26,22,36,20,55,16,251,0,86,6,172,23,27,26,159,15,75,6,118,11,D2
1870,15,2,131,2,61,12,284,24,61,13,194,18,7,17,116,26,61,29,138,22,D3
1871,31,16,207,28,94,16,156,0,49,3,132,3,82,10,134,17,72,0,141,19,D2
1872,63,20,16,15,88,27,47,0,30,22,21,7,40,27,275,23,99,2,25,27,D2
1873,29,0,163,26,19,0,185,24,16,27,208,15,23,0,220,11,41,19,183,9,D4
1874,12,25,255,2,5,19,170,23,80,14,203,11,1,1,100,24,52,28,138,27,D3
1875,29,5,84,24,14,1,253,28,32,19,87,18,58,15,85,25,60,8,196,8,D5
1876,59,0,271,19,5,5,277,19,61,2,136,14,34,11,79,16,52,6,60,10,D1
1877,64,3,224,11,62,19,258,7,73,11,221,3,55,2,84,25,69,26,299,6,D3
1878,46,26,84,4,43,15,107,25,15,29,115,28,88,15,278,20,71,3,172,9,D5
1879,28,25,142,27,86,10,145,6,37,11,299,4,43,18,214,25,61,18,122,21,D2
1880,88,25,258,17,0,20,26,2,55,23,263,23,51,8,103,20,56,23,210,25,D1
1881,48,13,93,-5,76,21,111,5,13,18,150,26,33,3,90,15,43,7,16,4,D1
1882,77,5,11,29,96,3,184,17,20,5,50,5,15,2,112,6,16,1,100,17,D2
1883,1,4,64,27,62,11,269,3,91,4,105,14,54,10,113,6,35,6,169,26,D3
1884,91,3,280,6,62,27,91,5,65,26,139,-5,95,19,248,20,78,12,82,15,D1
1885,85,11,145,20,96,12,296,10,42,11,150,27,33,16,279,15,98,22,190,9,D2
1886,65,6,196,13,60,22,175,18,78,11,172,6,44,7,287,29,48,22,282,20,D3
1887,82,2,238,11,94,21,256,15,57,26,7,2,68,28,156,12,18,24,288,3,D1
1888,62,0,168,11,56,1,296,23,36,26,117,3,53,21,183,-5,64,12,24,1,D1
1889,94,29,143,10,56,14,148,3,79,11,231,21,31,14,116,23,44,23,144,17,D1
1890,84,27,54,16,40,16,225,8,67,23,118,18,55,25,287,21,91,9,90,1,D5
1891,17,12,170,5,34,2,87,6,49,27,251,23,88,14,245,14,13,28,146,12,D4
1892,15,11,195,14,56,25,190,16,15,14,175,4,18,14,261,22,72,15,273,3,D5
1893,98,24,111,4,54,21,12,26,59,5,18,17,49,28,89,2,83,4,102,24,D1
1894,79,25,84,29,3,11,54,9,52,14,230,5,26,20,220,29,86,8,13,19,D3
1895,49,14,3,26,35,13,110,22,35,15,274,7,79,24,214,6,46,23,2,7,D4
1896,5,17,73,-5,14,0,1,19,20,0,15,7,20,7,251,2,97,29,257,27,D4
1897,56,13,211,23,56,1,223,8,18,6,149,26,37,3,129,12,4,17,65,24,D2
1898,89,15,169,16,56,16,240,28,39,14,81,15,21,12,261,22,34,15,238,0,D1
1899,12,22,200,1,98,26,152,25,46,0,256,15,3,17,163,22,19,0,215,7,D3
1900,72,21,288,7,88,9,73,8,57,7,18,18,100,8,5,19,35,1,149,25,D2
1901,24,0,133,12,97,5,101,-5,37,9,229,29,96,7,212,7,53,29,36,0,D2
1902,23,24,300,25,55,2,125,1,57,5,20,10,22,25,187,8,41,6,241,29,D2
1903,97,29,283,7,25,6,167,14,8,22,257,22,96,15,233,9,100,5,15,-5,D5
1904,54,0,128,9,73,22,28,17,68,24,124,5,3,27,42,22,40,6,144,5,D1
1905,67,7,280,4,52,15,153,1,78,5,163,0,80,23,286,19,91,26,298,16,D3
1906,89,26,224,15,75,11,164,13,74,12,4,4,42,14,60,0,97,25,298,10,D5
1907,22,11,4,22,53,10,0,29,60,19,236,3,47,16,279,9,49,22,127,10,D3
1908,40,0,80,19,56,27,285,26,27,20,53,6,25,17,189,11,26,15,138,6,D1
1909,60,24,275,11,55,11,70,0,32,14,68,15,27,22,237,14,27,0,207,8,D2
1910,6,20,254,7,68,1,9,1,76,12,60,-5,53,17,171,1,18,9,153,21,D3
1911,45,2,228,6,97,10,244,23,82,26,31,14,62,4,86,21,4,0,214,14,D2
1912,46,17,160,4,89,7,49,10,71,21,159,7,97,11,89,6,28,15,222,21,D4
1913,85,23,195,19,80,26,85,6,84,23,273,16,59,25,243,28,14,24,65,25,D3
1914,73,10,214,13,61,1,52,17,87,8,163,12,12,4,217,27,51,20,119,21,D3
1915,85,23,147,13,20,24,99,25,82,27,287,2,66,22,94,24,11,0,77,7,D3
1916,95,22,131,12,24,27,202,21,4,2,116,19,29,7,299,24,53,19,13,4,D1
1917,94,16,269,3,17,9,38,24,88,23,284,2,96,18,129,22,86,8,45,18,D1
1918,36,27,222,17,58,4,204,18,87,23,101,25,53,26,297,17,36,20,183,24,D2
1919,52,20,41,14,93,11,66,5,31,2,24,25,11,20,95,25,91,0,177,1,D5
1920,22,9,165,25,80,20,93,12,34,3,284,29,94,14,298,8,50,19,17,16,D4
1921,27,5,166,1,87,29,48,8,36,11,17,16,14,9,278,9,74,23,27,21,D1
1922,87,25,8,23,58,0,32,10,100,16,102,9,55,14,26,8,84,16,77,5,D3
1923,74,21,222,6,29,0,228,23,80,26,3,10,67,29,170,3,27,9,237,18,D1
1924,19,3,234,3,0,18,146,14,62,16,75,-5,88,25,291,13,30,26,116,7,D3
1925,20,5,190,24,91,8,240,3,40,29,184,21,35,5,237,21,88,2,233,2,D5
1926,95,4,32,8,42,15,36,14,22,24,133,10,77,15,271,24,24,24,287,23,D1
1927,50,2,183,5,90,0,294,25,50,11,155,22,57,27,240,16,24,15,235,6,D2
1928,28,0,300,13,87,11,105,20,57,5,257,8,2,1,225,21,17,6,74,2,D3
1929,38,11,80,18,83,4,36,23,58,17,141,19,19,10,117,15,57,2,34,4,D5
1930,58,15,262,13,100,7,68,26,89,17,101,2,59,15,149,22,93,3,200,28,D3
1931,13,18,51,24,52,15,230,21,72,1,150,14,2,26,257,24,96,9,255,29,D3
1932,39,3,264,7,26,23,282,20,15,29,294,1,13,3,273,25,52,14,277,29,D1
1933,43,26,185,11,44,14,18,11,90,3,293,9,40,21,228,16,91,17,283,25,D3
1934,41,29,219,12,87,9,247,15,17,14,152,4,89,24,6,4,90,17,292,15,D2
1935,80,16,182,29,47,16,79,3,65,1,40,4,64,20,277,9,77,27,15,4,D3
1936,11,27,48,11,96,2,78,28,28,11,55,15,59,10,235,14,50,14,209,13,D2
1937,62,15,298,-5,45,3,110,10,39,25,84,19,65,9,7,4,29,24,207,-5,D1
1938,97,15,241,5,57,4,110,29,12,16,214,7,52,28,54,26,33,11,136,22,D1
1939,86,5,139,27,22,26,126,18,14,3,163,15,2,26,200,0,98,24,0,1,D5
1940,3,20,226,21,27,21,272,1,76,0,79,11,66,5,253,28,76,0,105,2,D5
1941,79,9,15,23,77,29,75,-5,21,21,215,0,34,4,25,23,41,9,116,17,D2
1942,86,11,194,25,59,6,112,3,53,27,219,15,54,25,217,25,15,13,281,1,D2
1943,44,9,149,26,54,14,27,26,68,17,83,2,83,7,268,19,25,28,19,25,D4
1944,75,25,138,28,56,28,3,1,34,8,61,6,26,19,250,29,31,28,284,6,D3
1945,19,25,63,22,19,27,253,5,52,13,146,3,89,5,216,17,24,4,207,8,D4
1946,90,22,103,8,9,1,173,10,63,13,50,0,55,23,219,8,58,20,265,15,D1
1947,48,14,252,13,22,7,96,25,91,17,204,13,82,25,33,2,39,18,277,25,D3
1948,100,0,245,20,98,7,152,4,30,24,113,14,36,4,238,0,98,26,55,6,D2
1949,12,1,49,9,31,3,157,27,82,0,235,8,6,3,203,28,55,10,144,23,D3
1950,41,6,57,15,28,29,76,5,7,10,205,18,4,17,167,17,96,27,204,11,D5
1951,56,22,241,28,93,27,271,4,2,4,203,0,49,2,245,3,38,10,289,19,D2
1952,68,16,240,16,100,1,9,4,70,28,240,27,69,18,134,19,78,4,88,21,D2
1953,97,0,136,1,16,5,256,0,100,1,175,12,43,2,175,12,48,28,99,18,D1
1954,82,15,214,13,92,4,12,25,12,18,208,18,13,24,118,12,97,0,74,11,D5
1955,81,6,287,22,41,23,52,7,7,13,203,8,84,6,0,18,82,25,145,11,D1
1956,39,17,127,4,20,17,151,1,30,24,33,13,40,3,88,11,15,8,225,8,D4
1957,13,0,66,18,75,24,208,16,95,15,143,24,9,3,173,2,49,0,170,28,D3
1958,3,4,223,29,79,17,201,18,46,5,147,23,77,27,248,17,68,9,44,5,D5
1959,59,0,169,-5,63,3,3,6,69,3,288,24,47,1,234,23,60,8,239,9,D1
1960,32,23,13,22,23,16,36,25,12,19,45,21,8,25,15,1,10,15,297,2,D5
1961,20,7,23,9,75,21,278,28,44,0,83,13,76,15,247,9,36,29,205,2,D4
1962,33,24,228,18,21,26,69,27,26,22,133,-5,29,29,201,27,16,14,120,10,D3
1963,17,14,22,29,32,25,89,20,90,6,256,29,63,0,38,-5,0,4,97,29,D4
1964,9,10,222,28,59,17,31,4,97,13,151,29,15,26,40,20,9,5,238,6,D3
1965,82,3,294,27,69,20,188,20,24,25,298,9,72,6,5,3,12,18,10,8,D4
1966,85,21,4,21,86,8,132,25,86,24,56,19,70,27,62,21,8,20,170,26,D2
1967,34,11,291,25,51,1,262,26,66,4,187,25,81,12,25,18,46,22,76,29,D4
1968,82,15,239,-5,35,23,293,23,1,3,118,22,1,4,109,-5,54,29,188,27,D1
1969,10,20,272,6,96,4,294,18,26,23,240,18,10,13,272,4,75,7,298,24,D2
1970,42,17,215,5,76,22,82,17,35,3,81,6,16,25,229,25,55,20,72,5,D1
1971,81,29,258,8,8,29,241,23,62,27,85,12,12,0,38,1,67,20,276,8,D5
1972,92,19,171,9,79,14,267,17,93,19,68,21,100,21,176,16,2,15,230,13,D1
1973,23,13,183,15,14,4,119,12,0,24,173,23,12,8,240,1,79,20,198,27,D4
1974,31,12,206,5,30,24,100,11,78,14,260,22,14,21,43,6,93,21,254,24,D3
1975,91,29,153,11,22,5,157,20,18,6,198,11,15,22,107,5,22,5,265,22,D1
1976,87,10,255,5,28,22,79,22,54,17,149,24,100,18,257,20,78,20,223,3,D1
1977,65,0,245,27,68,9,117,8,80,12,21,6,95,0,4,21,33,18,220,1,D4
1978,1,7,99,13,73,20,201,3,93,5,27,0,92,23,257,19,53,9,249,-5,D3
1979,26,28,230,3,16,15,166,3,59,28,281,5,5,3,14,10,15,8,214,27,D3
1980,7,22,38,8,73,1,212,17,49,3,165,14,100,26,107,5,53,28,221,2,D4
1981,30,9,119,27,9,20,225,19,76,2,15,1,26,4,47,14,33,21,116,8,D3
1982,25,20,80,15,5,15,110,3,49,17,168,7,13,20,16,8,84,29,52,27,D3
1983,32,21,162,28,58,14,28,3,55,18,31,0,53,20,162,25,6,2,104,13,D2
1984,30,13,102,29,57,15,258,6,15,5,128,6,90,3,122,10,75,1,59,21,D4
1985,37,1,211,-5,20,2,191,20,13,6,45,9,79,10,264,17,26,11,106,5,D1
1986,82,22,112,23,31,1,220,23,50,15,185,24,47,15,282,28,36,28,149,12,D1
1987,9,13,136,24,42,2,162,12,96,28,44,24,93,12,183,22,95,25,211,2,D5
1988,42,7,194,11,19,19,297,4,72,11,137,26,15,0,116,21,88,12,297,13,D5
1989,70,10,68,25,52,9,111,0,65,3,4,7,76,29,241,3,38,3,287,10,D4
1990,22,21,55,14,63,26,279,16,52,19,45,3,93,29,37,17,54,8,3,29,D3
1991,17,7,160,14,28,8,235,24,52,2,89,1,68,27,248,29,74,8,22,6,D3
1992,38,21,47,1,16,23,201,5,43,14,122,19,14,15,166,11,0,14,23,23,D1
1993,13,16,127,29,97,16,51,1,52,2,9,15,97,2,114,11,28,24,176,16,D4
1994,34,20,274,11,64,25,81,2,62,26,262,14,97,13,138,23,89,7,282,19,D5
1995,23,1,34,17,93,8,198,16,22,26,149,0,88,9,100,10,1,17,22,16,D2
1996,20,2,3,1,27,22,28,12,42,25,43,28,4,8,230,27,27,0,63,12,D1
1997,73,1,191,7,98,13,85,23,84,19,161,8,15,18,195,13,21,5,293,4,D1
1998,72,15,170,28,87,24,135,0,24,5,201,0,49,27,19,28,2,12,231,9,D2
1999,85,23,22,3,57,13,242,21,47,21,32,0,30,27,241,8,13,5,203,1,D1
